Product Key,Alternate Key,Name,Color,Size,Product Line,Model,Description,Product Status,Sub Category,Category
261,FR-R38B-62,"LL Road Frame - Black, 62",Black,62,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Current,Road Frames,Components
262,FR-R38R-44,"LL Road Frame - Red, 44",Red,44,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate,Road Frames,Components
263,FR-R38R-44,"LL Road Frame - Red, 44",Red,44,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate,Road Frames,Components
264,FR-R38R-48,"LL Road Frame - Red, 48",Red,48,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate,Road Frames,Components
265,FR-R38R-48,"LL Road Frame - Red, 48",Red,48,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate,Road Frames,Components
266,FR-R38R-52,"LL Road Frame - Red, 52",Red,52,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate,Road Frames,Components
267,FR-R38R-52,"LL Road Frame - Red, 52",Red,52,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate,Road Frames,Components
268,FR-R38R-58,"LL Road Frame - Red, 58",Red,58,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate,Road Frames,Components
269,FR-R38R-58,"LL Road Frame - Red, 58",Red,58,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate,Road Frames,Components
270,FR-R38R-60,"LL Road Frame - Red, 60",Red,60,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate,Road Frames,Components
271,FR-R38R-60,"LL Road Frame - Red, 60",Red,60,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate,Road Frames,Components
272,FR-R38R-62,"LL Road Frame - Red, 62",Red,62,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate,Road Frames,Components
273,FR-R38R-62,"LL Road Frame - Red, 62",Red,62,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate,Road Frames,Components
274,FR-R72R-44,"ML Road Frame - Red, 44",Red,44,R ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",Outdate,Road Frames,Components
275,FR-R72R-48,"ML Road Frame - Red, 48",Red,48,R ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",Outdate,Road Frames,Components
276,FR-R72R-52,"ML Road Frame - Red, 52",Red,52,R ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",Outdate,Road Frames,Components
277,FR-R72R-58,"ML Road Frame - Red, 58",Red,58,R ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",Outdate,Road Frames,Components
278,FR-R72R-60,"ML Road Frame - Red, 60",Red,60,R ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",Outdate,Road Frames,Components
279,FR-R38B-44,"LL Road Frame - Black, 44",Black,44,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate,Road Frames,Components
280,FR-R38B-44,"LL Road Frame - Black, 44",Black,44,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate,Road Frames,Components
281,FR-R38B-44,"LL Road Frame - Black, 44",Black,44,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Current,Road Frames,Components
282,FR-R38B-48,"LL Road Frame - Black, 48",Black,48,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate,Road Frames,Components
283,FR-R38B-48,"LL Road Frame - Black, 48",Black,48,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate,Road Frames,Components
284,FR-R38B-48,"LL Road Frame - Black, 48",Black,48,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Current,Road Frames,Components
285,FR-R38B-52,"LL Road Frame - Black, 52",Black,52,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate,Road Frames,Components
286,FR-R38B-52,"LL Road Frame - Black, 52",Black,52,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate,Road Frames,Components
287,FR-R38B-52,"LL Road Frame - Black, 52",Black,52,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Current,Road Frames,Components
288,FR-M94S-42,"HL Mountain Frame - Silver, 42",Silver,42,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate,Mountain Frames,Components
289,FR-M94S-42,"HL Mountain Frame - Silver, 42",Silver,42,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate,Mountain Frames,Components
290,FR-M94S-42,"HL Mountain Frame - Silver, 42",Silver,42,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current,Mountain Frames,Components
291,FR-M94S-44,"HL Mountain Frame - Silver, 44",Silver,44,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate,Mountain Frames,Components
292,FR-M94S-52,"HL Mountain Frame - Silver, 48",Silver,48,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate,Mountain Frames,Components
293,FR-M94S-46,"HL Mountain Frame - Silver, 46",Silver,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate,Mountain Frames,Components
294,FR-M94S-46,"HL Mountain Frame - Silver, 46",Silver,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate,Mountain Frames,Components
295,FR-M94S-46,"HL Mountain Frame - Silver, 46",Silver,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current,Mountain Frames,Components
296,FR-M94B-42,"HL Mountain Frame - Black, 42",Black,42,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate,Mountain Frames,Components
297,FR-M94B-42,"HL Mountain Frame - Black, 42",Black,42,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate,Mountain Frames,Components
298,FR-M94B-42,"HL Mountain Frame - Black, 42",Black,42,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current,Mountain Frames,Components
299,FR-M94B-44,"HL Mountain Frame - Black, 44",Black,44,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate,Mountain Frames,Components
300,FR-M94B-48,"HL Mountain Frame - Black, 48",Black,48,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate,Mountain Frames,Components
301,FR-M94B-46,"HL Mountain Frame - Black, 46",Black,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate,Mountain Frames,Components
302,FR-M94B-46,"HL Mountain Frame - Black, 46",Black,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate,Mountain Frames,Components
303,FR-M94B-46,"HL Mountain Frame - Black, 46",Black,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current,Mountain Frames,Components
304,FR-M94B-38,"HL Mountain Frame - Black, 38",Black,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate,Mountain Frames,Components
305,FR-M94B-38,"HL Mountain Frame - Black, 38",Black,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate,Mountain Frames,Components
306,FR-M94B-38,"HL Mountain Frame - Black, 38",Black,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current,Mountain Frames,Components
307,FR-M94S-38,"HL Mountain Frame - Silver, 38",Silver,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate,Mountain Frames,Components
308,FR-M94S-38,"HL Mountain Frame - Silver, 38",Silver,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate,Mountain Frames,Components
309,FR-M94S-38,"HL Mountain Frame - Silver, 38",Silver,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current,Mountain Frames,Components
310,BK-R93R-62,"Road-150 Red, 62",Red,62,R ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate,Road Bikes,Bikes
311,BK-R93R-44,"Road-150 Red, 44",Red,44,R ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate,Road Bikes,Bikes
312,BK-R93R-48,"Road-150 Red, 48",Red,48,R ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate,Road Bikes,Bikes
313,BK-R93R-52,"Road-150 Red, 52",Red,52,R ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate,Road Bikes,Bikes
314,BK-R93R-56,"Road-150 Red, 56",Red,56,R ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate,Road Bikes,Bikes
315,BK-R68R-58,"Road-450 Red, 58",Red,58,R ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Outdate,Road Bikes,Bikes
316,BK-R68R-60,"Road-450 Red, 60",Red,60,R ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Outdate,Road Bikes,Bikes
317,BK-R68R-44,"Road-450 Red, 44",Red,44,R ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Outdate,Road Bikes,Bikes
318,BK-R68R-48,"Road-450 Red, 48",Red,48,R ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Outdate,Road Bikes,Bikes
319,BK-R68R-52,"Road-450 Red, 52",Red,52,R ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Outdate,Road Bikes,Bikes
320,BK-R50R-58,"Road-650 Red, 58",Red,58,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate,Road Bikes,Bikes
321,BK-R50R-58,"Road-650 Red, 58",Red,58,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate,Road Bikes,Bikes
322,BK-R50R-60,"Road-650 Red, 60",Red,60,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate,Road Bikes,Bikes
323,BK-R50R-60,"Road-650 Red, 60",Red,60,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate,Road Bikes,Bikes
324,BK-R50R-62,"Road-650 Red, 62",Red,62,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate,Road Bikes,Bikes
325,BK-R50R-62,"Road-650 Red, 62",Red,62,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate,Road Bikes,Bikes
326,BK-R50R-44,"Road-650 Red, 44",Red,44,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate,Road Bikes,Bikes
327,BK-R50R-44,"Road-650 Red, 44",Red,44,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate,Road Bikes,Bikes
328,BK-R50R-48,"Road-650 Red, 48",Red,48,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate,Road Bikes,Bikes
329,BK-R50R-48,"Road-650 Red, 48",Red,48,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate,Road Bikes,Bikes
330,BK-R50R-52,"Road-650 Red, 52",Red,52,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate,Road Bikes,Bikes
331,BK-R50R-52,"Road-650 Red, 52",Red,52,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate,Road Bikes,Bikes
332,BK-R50B-58,"Road-650 Black, 58",Black,58,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate,Road Bikes,Bikes
333,BK-R50B-58,"Road-650 Black, 58",Black,58,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate,Road Bikes,Bikes
334,BK-R50B-60,"Road-650 Black, 60",Black,60,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate,Road Bikes,Bikes
335,BK-R50B-60,"Road-650 Black, 60",Black,60,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate,Road Bikes,Bikes
336,BK-R50B-62,"Road-650 Black, 62",Black,62,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate,Road Bikes,Bikes
337,BK-R50B-62,"Road-650 Black, 62",Black,62,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate,Road Bikes,Bikes
338,BK-R50B-44,"Road-650 Black, 44",Black,44,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate,Road Bikes,Bikes
339,BK-R50B-44,"Road-650 Black, 44",Black,44,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate,Road Bikes,Bikes
340,BK-R50B-48,"Road-650 Black, 48",Black,48,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate,Road Bikes,Bikes
341,BK-R50B-48,"Road-650 Black, 48",Black,48,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate,Road Bikes,Bikes
342,BK-R50B-52,"Road-650 Black, 52",Black,52,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate,Road Bikes,Bikes
343,BK-R50B-52,"Road-650 Black, 52",Black,52,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate,Road Bikes,Bikes
344,BK-M82S-38,"Mountain-100 Silver, 38",Silver,38,M ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Outdate,Mountain Bikes,Bikes
345,BK-M82S-42,"Mountain-100 Silver, 42",Silver,42,M ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Outdate,Mountain Bikes,Bikes
346,BK-M82S-44,"Mountain-100 Silver, 44",Silver,44,M ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Outdate,Mountain Bikes,Bikes
347,BK-M82S-48,"Mountain-100 Silver, 48",Silver,48,M ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Outdate,Mountain Bikes,Bikes
348,BK-M82B-38,"Mountain-100 Black, 38",Black,38,M ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Outdate,Mountain Bikes,Bikes
349,BK-M82B-42,"Mountain-100 Black, 42",Black,42,M ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Outdate,Mountain Bikes,Bikes
350,BK-M82B-44,"Mountain-100 Black, 44",Black,44,M ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Outdate,Mountain Bikes,Bikes
351,BK-M82B-48,"Mountain-100 Black, 48",Black,48,M ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Outdate,Mountain Bikes,Bikes
352,BK-M68S-38,"Mountain-200 Silver, 38",Silver,38,M ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Outdate,Mountain Bikes,Bikes
353,BK-M68S-38,"Mountain-200 Silver, 38",Silver,38,M ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current,Mountain Bikes,Bikes
354,BK-M68S-42,"Mountain-200 Silver, 42",Silver,42,M ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Outdate,Mountain Bikes,Bikes
355,BK-M68S-42,"Mountain-200 Silver, 42",Silver,42,M ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current,Mountain Bikes,Bikes
356,BK-M68S-46,"Mountain-200 Silver, 46",Silver,46,M ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Outdate,Mountain Bikes,Bikes
