Product Key,Alternate Key,Name,Color,Size,Product Line,Model,Description,Product Status,Sub Category,Category
357,BK-M68S-46,"Mountain-200 Silver, 46",Silver,46,M ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current,Mountain Bikes,Bikes
358,BK-M68B-38,"Mountain-200 Black, 38",Black,38,M ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Outdate,Mountain Bikes,Bikes
359,BK-M68B-38,"Mountain-200 Black, 38",Black,38,M ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current,Mountain Bikes,Bikes
360,BK-M68B-42,"Mountain-200 Black, 42",Black,42,M ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Outdate,Mountain Bikes,Bikes
361,BK-M68B-42,"Mountain-200 Black, 42",Black,42,M ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current,Mountain Bikes,Bikes
362,BK-M68B-46,"Mountain-200 Black, 46",Black,46,M ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Outdate,Mountain Bikes,Bikes
363,BK-M68B-46,"Mountain-200 Black, 46",Black,46,M ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current,Mountain Bikes,Bikes
364,BK-M47B-38,"Mountain-300 Black, 38",Black,38,M ,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,Outdate,Mountain Bikes,Bikes
365,BK-M47B-40,"Mountain-300 Black, 40",Black,40,M ,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,Outdate,Mountain Bikes,Bikes
366,BK-M47B-44,"Mountain-300 Black, 44",Black,44,M ,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,Outdate,Mountain Bikes,Bikes
367,BK-M47B-48,"Mountain-300 Black, 48",Black,48,M ,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,Outdate,Mountain Bikes,Bikes
368,BK-R89R-44,"Road-250 Red, 44",Red,44,R ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Outdate,Road Bikes,Bikes
369,BK-R89R-48,"Road-250 Red, 48",Red,48,R ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Outdate,Road Bikes,Bikes
370,BK-R89R-52,"Road-250 Red, 52",Red,52,R ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Outdate,Road Bikes,Bikes
371,BK-R89R-58,"Road-250 Red, 58",Red,58,R ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Outdate,Road Bikes,Bikes
372,BK-R89R-58,"Road-250 Red, 58",Red,58,R ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current,Road Bikes,Bikes
373,BK-R89B-44,"Road-250 Black, 44",Black,44,R ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Outdate,Road Bikes,Bikes
374,BK-R89B-44,"Road-250 Black, 44",Black,44,R ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current,Road Bikes,Bikes
375,BK-R89B-48,"Road-250 Black, 48",Black,48,R ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Outdate,Road Bikes,Bikes
376,BK-R89B-48,"Road-250 Black, 48",Black,48,R ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current,Road Bikes,Bikes
377,BK-R89B-52,"Road-250 Black, 52",Black,52,R ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Outdate,Road Bikes,Bikes
378,BK-R89B-52,"Road-250 Black, 52",Black,52,R ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current,Road Bikes,Bikes
379,BK-R89B-58,"Road-250 Black, 58",Black,58,R ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Outdate,Road Bikes,Bikes
380,BK-R89B-58,"Road-250 Black, 58",Black,58,R ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current,Road Bikes,Bikes
381,BK-R64Y-38,"Road-550-W Yellow, 38",Yellow,38,R ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Outdate,Road Bikes,Bikes
382,BK-R64Y-38,"Road-550-W Yellow, 38",Yellow,38,R ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current,Road Bikes,Bikes
383,BK-R64Y-40,"Road-550-W Yellow, 40",Yellow,40,R ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Outdate,Road Bikes,Bikes
384,BK-R64Y-40,"Road-550-W Yellow, 40",Yellow,40,R ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current,Road Bikes,Bikes
385,BK-R64Y-42,"Road-550-W Yellow, 42",Yellow,42,R ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Outdate,Road Bikes,Bikes
386,BK-R64Y-42,"Road-550-W Yellow, 42",Yellow,42,R ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current,Road Bikes,Bikes
387,BK-R64Y-44,"Road-550-W Yellow, 44",Yellow,44,R ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Outdate,Road Bikes,Bikes
388,BK-R64Y-44,"Road-550-W Yellow, 44",Yellow,44,R ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current,Road Bikes,Bikes
389,BK-R64Y-48,"Road-550-W Yellow, 48",Yellow,48,R ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Outdate,Road Bikes,Bikes
390,BK-R64Y-48,"Road-550-W Yellow, 48",Yellow,48,R ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current,Road Bikes,Bikes
391,FK-1639,LL Fork,NA,NULL,NULL,LL Fork,Stout design absorbs shock and offers more precise steering.,Outdate,Forks,Components
392,FK-5136,ML Fork,NA,NULL,NULL,ML Fork,Composite road fork with an aluminum steerer tube.,Outdate,Forks,Components
393,FK-9939,HL Fork,NA,NULL,NULL,HL Fork,High-performance carbon road fork with curved legs.,Outdate,Forks,Components
394,HS-0296,LL Headset,NA,NULL,NULL,LL Headset,Threadless headset provides quality at an economical price.,Outdate,Headsets,Components
395,HS-2451,ML Headset,NA,NULL,NULL,ML Headset,Sealed cartridge keeps dirt out.,Outdate,Headsets,Components
396,HS-3479,HL Headset,NA,NULL,NULL,HL Headset,"High-quality 1"" threadless headset with a grease port for quick lubrication.",Outdate,Headsets,Components
397,HB-M243,LL Mountain Handlebars,NA,NULL,M ,LL Mountain Handlebars,All-purpose bar for on or off-road.,Outdate,Handlebars,Components
398,HB-M243,LL Mountain Handlebars,NA,NULL,M ,LL Mountain Handlebars,All-purpose bar for on or off-road.,Current,Handlebars,Components
399,HB-M763,ML Mountain Handlebars,NA,NULL,M ,ML Mountain Handlebars,Tough aluminum alloy bars for downhill.,Outdate,Handlebars,Components
400,HB-M763,ML Mountain Handlebars,NA,NULL,M ,ML Mountain Handlebars,Tough aluminum alloy bars for downhill.,Current,Handlebars,Components
401,HB-M918,HL Mountain Handlebars,NA,NULL,M ,HL Mountain Handlebars,Flat bar strong enough for the pro circuit.,Outdate,Handlebars,Components
402,HB-M918,HL Mountain Handlebars,NA,NULL,M ,HL Mountain Handlebars,Flat bar strong enough for the pro circuit.,Current,Handlebars,Components
403,HB-R504,LL Road Handlebars,NA,NULL,R ,LL Road Handlebars,Unique shape provides easier reach to the levers.,Outdate,Handlebars,Components
404,HB-R504,LL Road Handlebars,NA,NULL,R ,LL Road Handlebars,Unique shape provides easier reach to the levers.,Current,Handlebars,Components
405,HB-R720,ML Road Handlebars,NA,NULL,R ,ML Road Handlebars,Anatomically shaped aluminum tube bar will suit all riders.,Outdate,Handlebars,Components
406,HB-R720,ML Road Handlebars,NA,NULL,R ,ML Road Handlebars,Anatomically shaped aluminum tube bar will suit all riders.,Current,Handlebars,Components
407,HB-R956,HL Road Handlebars,NA,NULL,R ,HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,Outdate,Handlebars,Components
408,HB-R956,HL Road Handlebars,NA,NULL,R ,HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,Current,Handlebars,Components
409,FR-M63B-38,"ML Mountain Frame - Black, 38",Black,38,M ,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Outdate,Mountain Frames,Components
410,FW-M423,LL Mountain Front Wheel,Black,NULL,M ,LL Mountain Front Wheel,Replacement mountain wheel for entry-level rider.,Outdate,Wheels,Components
411,FW-M762,ML Mountain Front Wheel,Black,NULL,M ,ML Mountain Front Wheel,Replacement mountain wheel for the casual to serious rider.,Outdate,Wheels,Components
412,FW-M928,HL Mountain Front Wheel,Black,NULL,M ,HL Mountain Front Wheel,High-performance mountain replacement wheel.,Outdate,Wheels,Components
413,FW-R623,LL Road Front Wheel,Black,NULL,R ,LL Road Front Wheel,Replacement road front wheel for entry-level cyclist.,Outdate,Wheels,Components
414,FW-R762,ML Road Front Wheel,Black,NULL,R ,ML Road Front Wheel,Sturdy alloy features a quick-release hub.,Outdate,Wheels,Components
415,FW-R820,HL Road Front Wheel,Black,NULL,R ,HL Road Front Wheel,Strong wheel with double-walled rim.,Outdate,Wheels,Components
416,FW-T905,Touring Front Wheel,Black,NULL,T ,Touring Front Wheel,Aerodynamic rims for smooth riding.,Outdate,Wheels,Components
417,FR-R72Y-38,"ML Road Frame-W - Yellow, 38",Yellow,38,R ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Outdate,Road Frames,Components
418,FR-R72Y-38,"ML Road Frame-W - Yellow, 38",Yellow,38,R ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current,Road Frames,Components
419,RW-M423,LL Mountain Rear Wheel,Black,NULL,M ,LL Mountain Rear Wheel,Replacement mountain wheel for entry-level rider.,Outdate,Wheels,Components
420,RW-M762,ML Mountain Rear Wheel,Black,NULL,M ,ML Mountain Rear Wheel,Replacement mountain wheel for the casual to serious rider.,Outdate,Wheels,Components
421,RW-M928,HL Mountain Rear Wheel,Black,NULL,M ,HL Mountain Rear Wheel,High-performance mountain replacement wheel.,Outdate,Wheels,Components
422,RW-R623,LL Road Rear Wheel,Black,NULL,R ,LL Road Rear Wheel,Replacement road rear wheel for entry-level cyclist.,Outdate,Wheels,Components
423,RW-R762,ML Road Rear Wheel,Black,NULL,R ,ML Road Rear Wheel,Aluminum alloy rim with stainless steel spokes; built for speed.,Outdate,Wheels,Components
424,RW-R820,HL Road Rear Wheel,Black,NULL,R ,HL Road Rear Wheel,Strong rear wheel with double-walled rim.,Outdate,Wheels,Components
425,RW-T905,Touring Rear Wheel,Black,NULL,T ,Touring Rear Wheel,Excellent aerodynamic rims guarantee a smooth ride.,Outdate,Wheels,Components
426,FR-M63B-40,"ML Mountain Frame - Black, 40",Black,40,M ,ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,Outdate,Mountain Frames,Components
427,FR-M63B-44,"ML Mountain Frame - Black, 44",Black,44,M ,ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,Outdate,Mountain Frames,Components
428,FR-M63B-48,"ML Mountain Frame - Black, 48",Black,48,M ,ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,Outdate,Mountain Frames,Components
429,FR-R72Y-40,"ML Road Frame-W - Yellow, 40",Yellow,40,R ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Outdate,Road Frames,Components
430,FR-R72Y-40,"ML Road Frame-W - Yellow, 40",Yellow,40,R ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current,Road Frames,Components
431,FR-R72Y-42,"ML Road Frame-W - Yellow, 42",Yellow,42,R ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Outdate,Road Frames,Components
432,FR-R72Y-42,"ML Road Frame-W - Yellow, 42",Yellow,42,R ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current,Road Frames,Components
433,FR-R72Y-44,"ML Road Frame-W - Yellow, 44",Yellow,44,R ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Outdate,Road Frames,Components
434,FR-R72Y-44,"ML Road Frame-W - Yellow, 44",Yellow,44,R ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current,Road Frames,Components
435,FR-R72Y-48,"ML Road Frame-W - Yellow, 48",Yellow,48,R ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Outdate,Road Frames,Components
436,FR-R72Y-48,"ML Road Frame-W - Yellow, 48",Yellow,48,R ,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current,Road Frames,Components
437,FR-R92B-62,"HL Road Frame - Black, 62",Black,62,R ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Outdate,Road Frames,Components
438,FR-R92B-62,"HL Road Frame - Black, 62",Black,62,R ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current,Road Frames,Components
439,FR-R92B-44,"HL Road Frame - Black, 44",Black,44,R ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Outdate,Road Frames,Components
440,FR-R92B-44,"HL Road Frame - Black, 44",Black,44,R ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current,Road Frames,Components
441,FR-R92B-48,"HL Road Frame - Black, 48",Black,48,R ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Outdate,Road Frames,Components
442,FR-R92B-48,"HL Road Frame - Black, 48",Black,48,R ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current,Road Frames,Components
443,FR-R92B-52,"HL Road Frame - Black, 52",Black,52,R ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Outdate,Road Frames,Components
444,FR-R92B-52,"HL Road Frame - Black, 52",Black,52,R ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current,Road Frames,Components
445,SH-M897-S,"Men's Sports Shorts, S",Black,S,S ,Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,Outdate,Shorts,Clothing
446,PA-T100,"Touring-Panniers, Large",Grey,NULL,T ,Touring-Panniers,"Durable, water-proof nylon construction with easy access. Large enough for weekend trips.",Outdate,Panniers,Accessories
447,LO-C100,Cable Lock,NA,NULL,S ,Cable Lock,"Wraps to fit front and rear tires, carrier and 2 keys included.",Outdate,Locks,Accessories
448,PU-0452,Minipump,NA,NULL,S ,Minipump,Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.,Outdate,Pumps,Accessories
449,PU-M044,Mountain Pump,NA,NULL,M ,Mountain Pump,Simple and light-weight. Emergency patches stored in handle.,Outdate,Pumps,Accessories
450,LT-T990,Taillights - Battery-Powered,NA,NULL,R ,Taillight,Affordable light for safe night riding - uses 3 AAA batteries,Outdate,Lights,Accessories
451,LT-H902,Headlights - Dual-Beam,NA,NULL,R ,Headlights - Dual-Beam,Rechargeable dual-beam headlight.,Outdate,Lights,Accessories
452,LT-H903,Headlights - Weatherproof,NA,NULL,R ,Headlights - Weatherproof,Rugged weatherproof headlight.,Outdate,Lights,Accessories
453,SH-M897-M,"Men's Sports Shorts, M",Black,M,S ,Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,Outdate,Shorts,Clothing
454,SH-M897-L,"Men's Sports Shorts, L",Black,L,S ,Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,Outdate,Shorts,Clothing
455,SH-M897-X,"Men's Sports Shorts, XL",Black,XL,S ,Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,Outdate,Shorts,Clothing
456,TG-W091-S,"Women's Tights, S",Black,S,S ,Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,Outdate,Tights,Clothing
457,TG-W091-M,"Women's Tights, M",Black,M,S ,Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,Outdate,Tights,Clothing
458,TG-W091-L,"Women's Tights, L",Black,L,S ,Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,Outdate,Tights,Clothing
459,SB-M891-S,"Men's Bib-Shorts, S",Multi,S,S ,Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",Outdate,Bib-Shorts,Clothing
460,SB-M891-M,"Men's Bib-Shorts, M",Multi,M,S ,Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",Outdate,Bib-Shorts,Clothing
461,SB-M891-L,"Men's Bib-Shorts, L",Multi,L,S ,Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",Outdate,Bib-Shorts,Clothing
462,GL-H102-S,"Half-Finger Gloves, S",Black,S,S ,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",Outdate,Gloves,Clothing
463,GL-H102-S,"Half-Finger Gloves, S",Black,S,S ,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",Current,Gloves,Clothing
464,GL-H102-M,"Half-Finger Gloves, M",Black,M,S ,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",Outdate,Gloves,Clothing
465,GL-H102-M,"Half-Finger Gloves, M",Black,M,S ,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",Current,Gloves,Clothing
466,GL-H102-L,"Half-Finger Gloves, L",Black,L,S ,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",Outdate,Gloves,Clothing
467,GL-H102-L,"Half-Finger Gloves, L",Black,L,S ,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",Current,Gloves,Clothing
468,GL-F110-S,"Full-Finger Gloves, S",Black,S,M ,Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",Outdate,Gloves,Clothing
469,GL-F110-M,"Full-Finger Gloves, M",Black,M,M ,Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",Outdate,Gloves,Clothing
470,GL-F110-L,"Full-Finger Gloves, L",Black,L,M ,Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",Outdate,Gloves,Clothing
471,VE-C304-S,"Classic Vest, S",Blue,S,S ,Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",Current,Vests,Clothing
472,VE-C304-M,"Classic Vest, M",Blue,M,S ,Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",Current,Vests,Clothing
473,VE-C304-L,"Classic Vest, L",Blue,L,S ,Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",Current,Vests,Clothing
474,SH-W890-S,"Women's Mountain Shorts, S",Black,S,M ,Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",Current,Shorts,Clothing
475,SH-W890-M,"Women's Mountain Shorts, M",Black,M,M ,Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",Current,Shorts,Clothing
476,SH-W890-L,"Women's Mountain Shorts, L",Black,L,M ,Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",Current,Shorts,Clothing
477,WB-H098,Water Bottle - 30 oz.,NA,NULL,S ,Water Bottle,AWC logo water bottle - holds 30 oz; leak-proof.,Current,Bottles and Cages,Accessories
478,BC-M005,Mountain Bottle Cage,NA,NULL,M ,Mountain Bottle Cage,Tough aluminum cage holds bottle securly on tough terrain.,Current,Bottles and Cages,Accessories
479,BC-R205,Road Bottle Cage,NA,NULL,R ,Road Bottle Cage,Aluminum cage is lighter than our mountain version; perfect for long distance trips.,Current,Bottles and Cages,Accessories
480,PK-7098,Patch Kit/8 Patches,NA,NULL,S ,Patch kit,"Includes 8 different size patches, glue and sandpaper.",Current,Tires and Tubes,Accessories
481,SO-R809-M,"Racing Socks, M",White,M,R ,Racing Socks,"Thin, lightweight and durable with cuffs that stay up.",Current,Socks,Clothing
482,SO-R809-L,"Racing Socks, L",White,L,R ,Racing Socks,"Thin, lightweight and durable with cuffs that stay up.",Current,Socks,Clothing
483,RA-H123,Hitch Rack - 4-Bike,NA,NULL,S ,Hitch Rack - 4-Bike,"Carries 4 bikes securely; steel construction, fits 2"" receiver hitch.",Current,Bike Racks,Accessories
484,CL-9009,Bike Wash - Dissolver,NA,NULL,S ,Bike Wash,"Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle.",Current,Cleaners,Accessories
